FOKONTANY_;COMMUNE_NA
Ambodimadiro;Mahavanona
Akon'ambohimenabe;Mahavelona
Andafiatsimomboay;Mahavelona
Andohady;Mahavelona
Soaniadanana;Mahavelona
Masoandromaherana;Mahavelona
Ambilobekely;Manambato
Manambato;Manambato
Ambatomily;Manambato
Zarambavy;Manambato
Ambodiala;Manambato
Manotronotro;Manambidala
Maritampona;Maritampona
Ankaiafo Avaratra;Maroadabo
Andranofasina;Maroadabo
Amboasaribe;Maroadabo
Maroadabo;Maroadabo
Ambatolahitelo;Ambalamidera II
Tanantsoa Ambohimila;Ambalamidera II
Anananotra;Ambatomarina
Tsiakato;Ambatomarina
Maromanisoka;Ambatomarina
Ambatolampy;Manandriana
Mahatsinjo;Manandriana
Manandriana;Manandriana
Ambohipananina;Manandriana
Ambohitsoa;Manandriana
Ankinaka;Maevaranohely
Mandrimandria;Maevaranohely
Ambodimanga;Maevaranohely
Ankamay;Maevaranohely
Ampombinivango;Maevaranohely
Bilomano;Maevaranohely
Maevaranohely II;Maevaranohely
Ankidony;Maevatanana
Anjiabory;Maevatanana
Ambalafary;Maevatanana
Ambakirano;Maevatanana
Ambodiroka;Maevatanana II
Andramy;Maevatanana II
Ambodimanga Betsiboka;Maevatanana II
Bemaharivo Est;Maevatanana II
Antanimbaribe;Maevatanana II
Antsatrana;Maevatanana II
Bemoroma;Maevatanana II
Antsakoamamy;Maevatanana II
Antafia;Maevatanana II
Antsirasira;Maevatanana II
Androfiakely;Maevatanana II
Beanana;Maevatanana II
Andranobevava;Maevatanana II
Antsohamaliniky;Mafaijijo
Antanandava Antandroy;Mafaijijo
Ambonara Nord;Mafaijijo
Amboloando;Mafaijijo
Amboanio;Mafaijijo
Mafaijijo;Mafaijijo
Maromandia Valokianja;Mahabako
Ampotamandihy;Mahabako
Benihaonana;Mahabako
Mahabako;Mahabako
Morotenina;Mahabako
Antaranivola;Mahabako
Vatomasina;Mahabako
Madiolamba;Mahabako
Andemaka;Mahabako
Ambonarabe;Mahabe
Mahiagidro;Mahabe
Sambaokofa;Mahabe
Mahabe;Mahabe
Ambonara;Mahabe
Anjiabe;Mahabe
Andriabe;Mahabe
Andabozato;Mahabe
Antanambao;Mahabe
Ambalakazaha;Mahabe
Antsiradrano;Mahabe
Ampoza;Mahabe
Antsirasira;Mahabe
Andrafialava;Mahabe
Andrafiabe;Mahabe
Ambohitrakoho;Mahabo
Ambohibehivavy;Mahabo
Andriantsampana;Mahabo
Ambohimanantiana;Mahabo
Antsiriry;Mahabo
Andriamasy;Mahabo
Antanetibe Nord;Mahabo
Fiadanana Sud;Mahabo
Ambatomanjaka;Mahabo
Antsahabe;Mahabo
Ambodivona;Mahabo
Ankadivory;Mahabo
Ambohimena;Mahabo
Analamahitsy;Mahabo
Mahabo;Mahabo
Antanivony;Mahabo
Ambodivato;Mahabo
Andraonimanana;Mahabo
Rorobe;Mahabo Mananivo
Ankarimbelo;Mahabo Mananivo
Lohagisy;Mahabo Mananivo
Anateza;Mahabo Mananivo
Baboaka;Mahabo Mananivo
Vohimasy;Mahabo Mananivo
Mahabo;Mahabo Mananivo
Iabotako;Mahabo Mananivo
Iabomary;Mahabo Mananivo
Nosiala;Mahabo Mananivo
Ankilitelo;Mahaboboka
Marotsiraka Betsileo;Mahaboboka
Ampatika Fenoarivo;Mahaboboka
Betsinefo I;Mahaboboka
Soatanimbary;Mahaboboka
Mahaboboka;Mahaboboka
Anapaly;Mahaboboka
Beroroha I;Mahaboboka
Manera Bara;Mahaboboka
Soaserana Manera;Mahaboboka
Ankeniheny;Mahabo
Imotra;Mahabo
Miary Iomby;Mahabo
Andranomiforitra;Mahabo
Ambatolahy;Mahabo
Andranomena;Mahabo
Beadabo;Mahabo
Ankarinoro;Mahabo
Manevy;Mahabo
Mandabe;Mahabo
Riandampy;Mahabo
Mahabo;Mahabo
Bekily;Mahabo
Iaborano;Mahabo
Benonoka I;Mahabo
Soafaosa;Mahabo
Tanandava I;Mahabo
Anjiro;Mahabo
Mahabobe;Mahabo
Mahabokely;Mahabo
Ampasifasy;Mahabo
Vohipatsy;Mahabo
Sahora Nord;Mahabo
Sahora;Mahabo
Mahabo;Mahabo
Maka;Mahabo
Vohilava;Mahabo
Tsimaitohasoa Est;Mahaditra
Anjanomanana;Mahaditra
Mahadrodroka;Mahadrodroka
Manara;Mahadrodroka
Antanamarina;Mahadrodroka
Langany;Mahadrodroka
Mahabo;Mahadrodroka
Morafeno;Mahadrodroka
Andrafianijingo;Mahadrodroka
Anengitra;Mahadrodroka
Ambalabanty;Mahadrodroka
Anandaza;Mahafasa Centre
Ambanimary;Mahafasa Centre
Ampisorona;Mahafasa Centre
Manambodala;Mahafasa Centre
Vohitromby;Mahafasa Centre
Mahafasa Centre;Mahafasa Centre
Ambalavolo;Mahafasa Centre
Manatsaha;Mahafasa Centre
Fenoarivo;Mahaiza
Ambohitrananana;Mahaiza
Marotsiraka;Mahaiza
Ambalamarina;Mahaiza
Mahaiza;Mahaiza
Ambohimanamora;Mahaiza
Ambohimalaza;Mahaiza
Ankafotra;Mahaiza
Mahazina;Mahaiza
Mandoa;Mahaiza
Miandrarivo;Mahaiza
Tsarazazamandimby;Mahajamba Usine
Mahajambakely;Mahajamba Usine
Ambodipamba;Mahajamba Usine
Amboaniokely;Mahajamba Usine
Fenoarivo Besakoa;Mahajamba Usine
Mahajamba Usine;Mahajamba Usine
Antanimbaribe;Mahajamba Usine
Ambodimanga;Mahajamba Usine
Antanambao Andolobe;Mahajamba Usine
Ambombolava;Mahajamba Usine
Mangatoka;Mahajamba Usine
Mahajeby;Mahajeby
Antanimbaritsara;Mahajeby
Ambohimena;Mahajeby
Kamolandy;Mahajeby
Masindrano;Mahalevona
Fizono;Mahalevona
Tanambao;Mahalevona
Mahalevona Nord;Mahalevona
Mahalevona Sud;Mahalevona
Ambodimadiro;Mahalina
Bobatsiratra;Mahalina
Androtso;Mahalina
Ampondrabe;Mahalina
Mahalina;Mahalina
Befotaka;Mahalina
Amboangy;Mahaly
Babaria;Mahaly
Bepimay;Mahaly
Beza;Mahaly
Mahaly;Mahaly
Ambakaka;Mahaly
Antraitray;Mahaly
Adabolava Sud;Mahaly
Ankilitoka;Mahaly
Mahazoarivo;Mahaly
Tanampirafy;Mahaly
Vohitelo;Mahaly
Anorombato;Mahamaibe
Ambohitsara;Mahamaibe
Mahamaibe;Mahamaibe
Mahamaikely;Mahamaibe
Tsokoborano;Mahamaibe
Ambalafary;Mahambo
Ambodigavo Benavony;Mahambo
Fotsialanana;Mahambo
Sambolaza;Mahambo
Antsikafoka;Mahambo
Androka;Mahambo
Ambodivoanio;Mahambo
Ambodiatafana;Mahambo
Ambodiforaha;Mahambo
Tanambao Tanambazaha;Mahambo
Ambodihasina;Mahambo
Antsiradava II;Mahambo
Lakandavaina;Mahambo
Mahambo;Mahambo
Ambohimiarina;Mahanoro
Tandroroho;Mahanoro
Ambilabe;Mahanoro
Androrangambo;Mahanoro
Ambodiriana Lohariana;Mahanoro
Ambinanisasika;Mahanoro
Ambohitsara;Mahanoro
Fiadanana;Mahanoro
Sahabe;Mahanoro
Vohitromby;Mahanoro
Maintimbato;Mahanoro
Maroahitra;Mahanoro
Ampampanambo;Mahanoro
Tanamborozano;Mahanoro
Ankadirano;Mahanoro
Ambalamangahazo;Mahanoro
Androhomanasa;Mahanoro
Ambalakininina;Mahanoro
Tanambao II;Mahanoro
Bemangahazo;Mahanoro
Bekifafa;Mahasoa
Sakena Toby;Mahasoa
Ampandrasoa;Mahasoa
Lohavondro;Mahasoa
Anaviavy;Mahasoa
Manamby;Mahasoa
Ankazovinelo;Mahasoa
Beadabo;Mahasoa
Beronono;Mahasoa
Mikaiky;Mahasoa
Mahasoa;Mahasoa
Salaza;Mahasoa
Ihazoroa;Mahasoa
Tsiloakarivo;Mahasoa
Benono;Mahasoa Est
Ankatrafay Antsinanana;Mahasoa Est
Vohimary;Mahasoa Est
Mahasoa Est;Mahasoa Est
Andriabe;Mahasoa Est
Soaserana Atsinanana;Mahasoa Est
Farive;Mahasoa Est
Ampototsy;Mahasoa Est
Ampiriky;Mahasoa Est
Anjanamahasoa Avaratra;Mahasoabe
Ambohibarihena II;Mahasoabe
Ambohibarihena I;Mahasoabe
Ambalavao Mahazoarivo;Mahasoabe
Soamanandrariny;Mahasoabe
Ramampiray;Mahasoabe
Vohitsoa Maharitra;Mahasoabe
Soaiombonana;Mahasoabe
Mahasoakely;Mahasoabe
Tsararivotra;Mahasoabe
Isomitra;Mahasoabe
Vohimarina;Mahasoabe
Mandaratsy;Mahasoabe
Ambatomifanongoa;Mahasoabe
Manamisoa;Mahasoabe
Vohitsoa;Mahasoabe
Soamanandray;Mahasoabe
Sahely;Mahasoabe
Soanierana;Mahasoabe
Alarobia;Mahasoabe
Mahasoabe Atsinanana;Mahasoabe
Andranotsara;Mahasoabe
Mahatsara;Mahasoabe
Antsiranatsara;Mahasoabe
Mahasoabe Ouest;Mahasoabe
Maromby;Mahasoabe
Bezavona;Mahasolo
Ambohimiarintsoa;Mahasolo
Kianjasoa;Mahasolo
Antokomaro Bcl;Mahasolo
Ambohikambana;Mahasolo
Mahasolo;Mahasolo
Tsarahoby;Mahasolo
Ambohimandroso Bemasoandro;Mahasolo
Mandrosoarivo Amparihikambana;Mahasolo
Andavabary;Mahasolo
Soafierenana;Mahasolo
Bemahatazana;Mahasolo
Soafianarana;Mahasolo
Maevarano;Mahasolo
Ambararata;Mahasolo
Fenomanana Fenoarivokely;Mahasolo
Anosiarivo Sakay;Mahasolo
Mahialambo;Mahatalaky
Farafara Vatambe;Mahatalaky
Mananara II;Mahatalaky
Beandry;Mahatalaky
Belavenoka Andriambe;Mahatalaky
Tsiharoa Ampasy;Mahatalaky
Tsiharoa Ambondro;Mahatalaky
Mahatalaky Eroanga;Mahatalaky
Sainte Luce;Mahatalaky
Tsanoriha;Mahatalaky
Tsihalagna;Mahatalaky
Andramanaka;Mahatalaky
Mananara I;Mahatalaky
Ebakika;Mahatalaky
Volobe Sud;Mahatalaky
Volobe Nord;Mahatalaky
Anivoranokely;Mahatsara
Sahivo;Mahatsara
Ranomainty;Mahatsara
Ambohimarina;Mahatsara
Valavahatra;Mahatsara
Vohiboazo;Mahatsara
Maromandia;Mahatsara
Maroamboka;Mahatsara
Isokatra;Mahatsara
Maromby;Mahatsara
Manambonitra;Mahatsara
Antsapanana;Mahatsara
Ampitabe;Mahatsara
Menarano;Mahatsara
Ambinanitelo;Mahatsara
Ambohimarina;Mahatsara
Mahavoky Sud;Mahatsara Iefaka
Amberomanitra;Mahatsara Iefaka
Amboditandroho;Mahatsara Iefaka
Mahatsara Iefaka;Mahatsara Iefaka
Antanjondava;Mahatsara Iefaka
Tsiloakarivo;Mahatsinjo
Anandrea;Mahatsinjo
Ferena;Mahatsinjo
Sarilasy;Mahatsinjo
Andranomavo;Mahatsinjo
Ampataka;Mahatsinjo
Ianakasy;Mahatsinjo
Mangaikarea;Mahatsinjo
Volojatsy;Mahatsinjo
Antanandava;Mahatsinjo
Miarinarivo;Mahatsinjo
Amparihibe;Mahatsinjony
Andranolava II;Mahatsinjony
Ambatolahihambana;Mahatsinjony
Maromby;Mahatsinjony
Andohananatara;Mahatsinjony
Ranoroahina;Mahatsinjony
Ambatazana;Mahatsinjony
Ampondrahazo;Mahavanona
Anjavimihavana;Mahavanona
Antsatrana;Mahavanona
Antanimbaribe;Mahavanona
Antserasera;Mahavanona
Ankerana;Mahavanona
Ampifinala;Mahavanona
Ambilo;Mahavanona
Mahavanona;Mahavanona
Ankazomenafelana;Mahavanona
Marofarihy;Mahavelo
Analafiha;Mahavelo
Vohimary;Mahavelo
Mahavelo;Mahavelo
Anivotsara;Mahavelo
Mahavelo;Mahavelo
Tanandava;Mahavelo
Ivato II;Mahavelo
Fenahomby;Mahavelo
Antenimary;Mahavelo
Ampasindava;Mahavelo
Tsararivotra;Mahavelo
Tsaratobisoa;Mahavelona
Mandriambero Andrenivatosoa;Mahavelona
Anjezika;Mahavelona
Tsilokana;Mahavelona
Andrianony Manjaka;Mahavelona
Manjakazonirina;Mahavelona
Ambatotsaraorina;Mahavelona
Ambohibe Firaisantsoa;Mahavelona
Ambohitrimangalaza;Mahavelona
Antolojanahary;Mahavelona
Fifanasoavana;Mahavelona
Manantenasoa;Mahavelona
Telomirefy;Mahavelona
Ambohimanantsoa;Mahavelona
Tsiaverindoa;Mahavelona
Manirisoa;Mahavelona
Volaniray;Mahavelona
Mandimbisoa;Mahavelona
Andrianondrana;Mahavelona
Saranaina;Mahavelona (Foulpointe)
Ambodivoarabe;Mahavelona (Foulpointe)
Bongabe;Mahavelona (Foulpointe)
Marofaria;Mahavelona (Foulpointe)
Foulpointe;Mahavelona (Foulpointe)
Morarano;Mahavelona (Foulpointe)
Antaratasy;Mahavelona (Foulpointe)
Ambohimarina;Mahavelona (Foulpointe)
Ambohimanarivo;Mahavelona (Foulpointe)
Vohitamboro;Mahavelona (Foulpointe)
Antenina;Mahavelona (Foulpointe)
Miaramandroso;Mahavelona
Bevazaha;Mahavelona
Ambatofotsy;Mahavelona
Akon'i Firaisana;Mahavelona
Miarinatsimo;Mahavelona
Anivorano;Mahavoky Nord
Ambodiriana Ifanantara;Mahavoky Nord
Mahavoky Avaratra;Mahavoky Nord
Lavakianja;Mahavoky Nord
Mahatsara Avaratra;Mahavoky Nord
Andoharano;Mahazina Ambohipierenana
Ambalamahasoa;Mahazina Ambohipierenana
Mahazina;Mahazina Ambohipierenana
Ambohipierenana;Mahazina Ambohipierenana
Ankapo;Mahazina Ambohipierenana
Amby;Mahazina Ambohipierenana
Soanafindra;Mahazina Ambohipierenana
Trafonomby;Mahazoarivo
Ampany;Mahazoarivo
Antsimotanana;Mahazoarivo
Andrenilaivelo;Mahazoarivo
Fakazato;Mahazoarivo
Ankazoambo;Mahazoarivo
Ambohimanaiky;Mahazoarivo
Vinany;Mahazoarivo
Ambohitrikena;Mahazoarivo
Ankadilanana;Mahazoarivo
Mahazoarivo;Mahazoarivo
Ankarana;Mahazoarivo
Ilempombe;Mahazoarivo
Ambohidrakitra;Mahazoarivo
Beririnina;Mahazoarivo
Ambohitsiedehana;Mahazoarivo
Ankarina;Mahazoarivo
Ambohinamboarina;Mahazoarivo
Tamboholava;Mahazoarivo
Mahazoarivo;Mahazoarivo
Miarinarivo;Mahazoarivo
Ambohimandroso;Mahazoarivo
Alohavala;Mahazoarivo
Ambalakibo;Mahazoarivo
Mahasoa I;Mahazoarivo
Mahazoarivo;Mahazoarivo
Ambaibo;Mahazoarivo
Ankazotana;Mahazoarivo
Lavahatsara;Mahazoarivo
Ambalafanompoana;Mahazoarivo
Morafeno;Mahazoarivo
Ambatolahilava;Mahazoarivo
Mahasoa I;Mahazoarivo
Mahasoa II;Mahazoarivo
Ambohitsara II;Mahazoarivo
Ankaboba;Mahazoarivo
Tamboholava;Mahazoarivo
Kelimamoa;Mahazoarivo
Mahazoarivo;Mahazoarivo
Felefika;Mahazoarivo
Fatsikala;Mahazoarivo
Mahavanona;Mahazoarivo
Ambalangavo;Mahazoarivo
Antanimbaritsara Sud;Mahazoma
Bokarano;Mahazoma
Tsaratananakely;Mahazoma
Mahatsinjo Valala;Mahazoma
Maromavo;Mahazoma
Ankadibe;Mahazoma
Maroboa;Mahazoma
Ambodimanga;Mahazoma
Bemangoraka;Mahazoma
Mahazoma;Mahazoma
Marosakoa;Mahazoma
Anahidrano;Mahazoma
Tsimandaingo;Mahazoma
Ankaboka;Mahazoma
Antokolava;Mahazony
Tsarasoa;Mahazony
Sahatsiota;Mahazony
Vohitsoa;Mahazony
Ankiazolahivato;Mahazony
Ampangabe;Mahazony
Ambohimahasoa;Mahazony
Ankola Nord;Mahazony
Ambalamahasoa;Mahazony
Ambohidroa;Mahazony
Ambohijafy;Mahazony
Alatsinainy;Mahazony
Ambatonoho;Mahela
Ampasimpotsy;Mahela
Manaratsandry;Mahela
Andranonomby;Mahela
Ambodimerana;Mahela
Ambohitrinilahy;Mahereza
Ambilany;Mahereza
Ambohidava;Mahereza
Ambodivona;Mahereza
Ambohikely Sud;Mahereza
Ampilanonana;Mahereza
Mahereza;Mahereza
Ampatsitoka;Maheriraty
Berondra;Maheriraty
Maheriraty;Maheriraty
Mahabo;Maheriraty
Loharano;Maheriraty
Tsatoro;Maheriraty
Ambatalany;Maheriraty
Antanambao;Maherivaratra
Ankigny;Maherivaratra
Maropamba;Maherivaratra
Andilamboay;Maherivaratra
Ampampamena;Maherivaratra
Maherivaratra;Maherivaratra
Andranovelona;Mahitsy
Andrefambohitra;Mahitsy
Ambohibao Sud;Mahitsy
Ambatofamamba;Mahitsy
Morarano;Mahitsy
Tsarahonenana;Mahitsy
Antokomaro;Mahitsy
Ambohimandray;Mahitsy
Miandrarivo;Mahitsy
Ambohimahavelona;Mahitsy
Soavinimerina;Mahitsy
Antanetilava;Mahitsy
Fiadanankely;Mahitsy
Ambohimilemaka;Mahitsy
Antandrokomby;Mahitsy
Bejofo;Mahitsy
Ankazo;Mahitsy
Miadampahonina;Mahitsy
Mahitsy;Mahitsy
Bemasoandro;Mahitsy
Antongombato Est;Mahitsy
Fierenana;Mahitsy
Amberomanga;Mahitsy
Ambodifiakarana;Mahitsy
Ankadifotsy;Mahitsy
Ambatobe;Mahitsy
Antanetibe Est;Mahitsy
Antangirika;Mahitsy
Antanety Est;Mahitsy
Ambohibe;Mahitsy
Ambohimanatrika;Mahitsy
Ambodisakoana;Maintinandry
Andranofolo;Maintinandry
Maintinandry;Maintinandry
Mangotroky;Maintirano
Namela;Maintirano
Andranovoribe;Maintirano
Marodoka;Maintirano
Tanambao Nord;Maintirano
Tanambao Spm;Maintirano
Ampasimandroro;Maintirano
Ambatomiankina;Maitsokely
Ambalabe;Maitsokely
Ambalavia;Maitsokely
Makoeny;Maitsokely
Ankiripika;Maitsokely
Ambodimanga;Maitsokely
Tambazo;Malaimbandy
Soarano;Malaimbandy
Mahasoa Pomay;Malaimbandy
Bepingaratsy;Malaimbandy
Mahasoa Nord;Malaimbandy
Ambonara Nord;Malaimbandy
Marolinta;Malaimbandy
Androtsy;Malaimbandy
Malaimbandy;Malaimbandy
Fenoarivo Pomay;Malaimbandy
Mandarano;Malaimbandy
Ankerika;Malaimbandy
Mahatsinjo Est;Malaimbandy
Anosimbazaha;Malaimbandy
Tsaramandroso;Malakialina
Maroambanja;Malakialina
Mahatazana;Malakialina
Ambodirafia;Malakialina
Labandy;Malakialina
Morafeno Bepatso;Malakialina
Malakialina;Malakialina
Marosakoana I;Malakialina
Ambodimadiro IIi;Malakialina
Mahiagogo II;Malakialina
Mahiagogo I;Malakialina
Tsimahajao;Malakialina
Ampisaraha;Malakialina
Bevao;Maliorano
Zaraha;Maliorano
Mikaiky;Maliorano
Mahabe;Maliorano
Marovovo;Maliorano
Ankalatany;Maliorano
Sahanety;Maliorano
Tsararano;Maliorano
Ambodisahy;Maliorano
Beharenade;Maliorano
Mahiagogo;Mampikony I
Tsaramandroso IIi;Mampikony I
Tsaramandroso II;Mampikony I
Tsararivotra;Mampikony I
Betsingala;Mampikony I
Tsaramandroso I;Mampikony I
Mandrosoa;Mampikony I
Analabe;Mampikony II
Ampampamena;Mampikony II
Tsinjofary;Mampikony II
Ambalafety;Mampikony II
Ambodisakoana Avaratra;Mampikony II
Ambodisakoana I;Mampikony II
Ambalavelona;Mampikony II
Tanambao;Manakambahiny Andrefana
Antanimena;Manakambahiny Andrefana
Vohitrarivo;Manakana
Mandribe;Manakana
Manakana;Manakana
Tsinjorano;Manakana
Ambohidray;Manakana
Ambaraholona;Manampatrana
Ambohimalaza;Manampatrana
Ambatofaritana;Manampatrana
Manampatrana;Manampatrana
Ambohimahasoa;Manampatrana
Tanandava;Manato
Manato;Manato
Nanarena;Manato
Ambolomena;Manato
Ambohimitrena;Mananasy
Ambalabe;Mandritsara
Maroamboka;Mandritsara
Andohomby Atsimo;Mandritsara
Antsahabe;Mandritsara
Ambalanantsotry;Mandritsara
Ambohitsaratany;Mangamila
Antatamokely;Mangamila
Ankaifotsy;Mangamila
Ambohitsimiray;Mangamila
Mangamila;Mangamila
Mantaly;Mantaly
Tanambao Mantaly;Mantaly
Antanamazava Cie;Mantaly
Andrafiabe;Mantaly
Antanamazava Gvt;Mantaly
Ambodipo;Mantaly
Zanavo Nord;Maroalomainty
Erakoka Andrefana;Maroalomainty
Ambonaivo Ampihamibe;Maroalomainty
Erakoka Anjatoka;Maroalomainty
Vahavola Centre;Maroalomainty
Ambohidehilahy;Manakambahiny Andrefana
Andilanomby;Manakambahiny Andrefana
Anjirobaka;Manakambahiny Andrefana
Manakambahiny Avaratra;Manakambahiny Andrefana
Manakambahiny Atsimo;Manakambahiny Andrefana
Ambodivoara;Manakambahiny Andrefana
Ambongabe;Manakambahiny Andrefana
Vohidiala;Manakambahiny Andrefana
Manaratsandry;Manakambahiny Andrefana
Ambaiboa;Manakambahiny Andrefana
Miaramanjaka;Manakambahiny Andrefana
Ambalavato;Manakambahiny Andrefana
Sahamalaza;Manakambahiny Antsinanana
Antokazo;Manakambahiny Antsinanana
Analavory;Manakambahiny Antsinanana
Manakambahiny Antsinanana;Manakambahiny Antsinanana
Andemademaka;Manakambahiny Antsinanana
Andranomalaza;Manakambahiny Antsinanana
Anosivola;Manakambahiny Antsinanana
Betampona;Manakana
Antanambao Ambatoharanana;Manakana
Ampasinambo;Manakana
Ampitabe II;Manakana
Ambohimiarina II;Manakana
Manakana;Manakana
Ambatomizaka;Manakana
Ambodimampay;Manakana
Namahoaka;Manakana
Anosiarivo;Manakana
Ambodiara II;Manakana
Ampasimbola;Manakana
Andranomadio;Manakana Nord
Androrangavola;Manakana Nord
Madiofasina;Manakana Nord
Manakana Nord;Manakana Nord
Sakave;Manakana Nord
Sahandovoka;Manakana Nord
Ambohimiarina;Manakana Nord
Mahambo;Manakana
Antsatrana;Manakana
Amparihimbavy;Manakana
Antaniditra;Manakana
Ankerana;Manakana
Vangaindranokely;Manakara
Tanakidy;Manakara
Mangarivotra Ouest;Manakara
Midongikely;Manakara
Andranofasika;Manakara
Ambalakazaha Avaratra;Manakara
Ambalakazaha Sud;Manakara
Maroalakely;Manakara
Tanambao Ombimena;Manakara
Andranovato;Manakara
Mangarivotra Est;Manakara
Andriana;Manakara
Ampilao;Manakara
Ambalafary Gara;Manakara
Andranodaro;Manakara
Ambodiampaly;Manakara
Andranomainty;Manakara
Manakara Be;Manakara
Ianato;Manakompy
Tambahy;Manakompy
Analamahavelo;Manakompy
Befangitsy;Manakompy
Antsakoamasy;Manakompy
Miria II;Manakompy
Miria I;Manakompy
Anja Ouest;Manakompy
Ampilofilo;Manakompy
Andriabe Est;Manakompy
Manakompy;Manakompy
Ankazoabo;Manakompy
Ankilisoa Somangy;Manakompy
Anaramanintsy;Manakompy
Maikandro;Manakompy
Ampihamy;Manakompy
Antanamary;Manakompy
Antanetilava;Manalalondo
Heritokana;Manalalondo
Ankafotra;Manalalondo
Ankararana;Manalalondo
Mahatsinjo Sud;Manalalondo
Bongatsara;Manalalondo
Manalalondo Avaratra;Manalalondo
Morarano I;Manalalondo
Andavabato;Manalalondo
Andapakely;Manalalondo
Manalalondo Centre;Manalalondo
Manalobe;Manalobe
Ankiliabo;Manalobe
Mihaiky;Manalobe
Sakaravy;Manalobe
Ankilimasy;Manalobe
Ankazotsivany;Manalobe
Fenoarivo;Manalobe
Morafenobe;Manalobe
Soamidriso;Manalobe
Ankilitelo I;Manalobe
Ankilitelo Atsimondrano;Manalobe
Tsihary;Manambaro
Elarina;Manambaro
Malio;Manambaro
Manalo;Manambaro
Marovato;Manambaro
Esalo;Manambaro
Nosibe;Manambaro
Antanamasy;Manambaro
Ambovo;Manambaro
Manambaro II;Manambaro
Manambaro I;Manambaro
Ambohipato;Manambato
Vohimarina Nord;Manambidala
Morafeno;Manambidala
Lohanosy;Manambidala
Antondabe;Manambidala
Vohilava;Manambidala
Madiorano;Manambidala
Antsoro II;Manambidala
Antsoro I;Manambidala
Ambohitsara;Manambidala
Vohitromby;Manambidala
Antsoro Est;Manambidala
Andraketa;Manambina
Besakoa;Manambina
Anosibe Ambararata;Manambina
Ambalabe;Manambina
Ankaboka;Manambina
Ambohibary;Manambina
Soatanimbary;Manambina
Manambina;Manambina
Marolefo;Manambina
Maintimbato;Manambolo
Tanambao Ampano;Manambolo
Sahajinja;Manambolo
Andongona;Manambolo
Sahavary;Manambolo
Andranomahitsy;Manambolo
Sahabosiny;Manambolo
Manambolo;Manambolo
Andranomena;Manambolo
Ambodimanga;Manambolo
Antanambao II;Manambolosy
Mahasoa;Manambolosy
Fontsimaro;Manambolosy
Manambolosy;Manambolosy
Lampeny;Manambolosy
Fahambahy;Manambolosy
Antanandava;Manambolosy
Ambodimandresy;Manambolosy
Ambodibonara;Manambolosy
Sahana;Manambolosy
Andilambe;Manambolosy
Andapihely;Manambolosy
Tanjona;Manambolosy
Anoromby;Manambolosy
Banda;Manambolosy
Ambodiatafana;Manambolosy
Belondo;Manambolosy
Folahanteza;Manambolosy
Matsinjoriaky;Manambondro
Mahabe;Manambondro
Kidilanitra;Manambondro
Vohilava;Manambondro
Ambanihampy;Manambondro
Vohindava;Manambondro
Ambatovanda;Manambondro
Manambondro Central;Manambondro
Mahavelo;Manambotra Atsimo
Maroroka;Manambotra Atsimo
Maropanahy;Manambotra Atsimo
Bekaraoka;Manambotra Atsimo
Manambotra Atsimo;Manambotra Atsimo
Manamisoa;Manamisoa
Fenoarivo II;Manamisoa
Vohitrarivo;Manamisoa
Imbato;Manamisoa
Tambohonierana;Manamisoa
Ambavaranobe;Manampaneva
Ambodimangabe;Manampaneva
Antanimalandy;Manampaneva
Manampaneva;Manampaneva
Bemotso;Manampaneva
Andravinkazo;Manampaneva
Antsirabe II;Manampaneva
Ambohitsara Manambato;Manampatrana
Bezamana;Manampatrana
Amboanjobe Centre;Manampatrana
Manambato;Manampatrana
Amboanjobe Gara;Manampatrana
Andasibe;Mananara Avaratra
Ambatomilona;Mananara Avaratra
Antsirabe;Mananara Avaratra
Sahave;Mananara Avaratra
Androrangavola;Mananara Avaratra
Ambinany Zama;Mandabe
Ambinany Maharivo;Mandabe
Mandabe;Mandabe
Anja;Mandabe
Ambararatanaomby;Mandabe
Besely Sud;Mandabe
Mahabo;Mandiavato
Amparibohitra;Mandiavato
Amboatavo;Mandiavato
Ampondravelona;Maroadabo
Bevoay;Maroadabo
Maroala;Maroala
Ambalafaminty;Maroala
Andreba;Ambongamarina
Ambongabe;Ambongamarina
Amboanonoka;Ambongamarina
Ambohimiaramanana;Ambongamarina
Anosimanarivo;Ambongamarina
Ampamoha;Ambongamarina
Antanifotsy;Ambongamarina
Ambohibary;Amparihintsokatra
Mahafihetsika;Ambahy
Ambodisandroy;Ambahy
Ambodivandrika;Ambahy
Sahorana;Ambahy
Maromby;Ambahy
Fenoarivo;Ambahy
Ambahy;Ambahy
Ampasimaneva;Ambahy
Mahadera;Ambalahonko
Antanandava;Ambalahonko
Ambodihasina;Ambalahosy Nord
Nosivolo;Ambalahosy Nord
Ambalahosy Avaratra;Ambalahosy Nord
Ambinanifitoerana;Ambalahosy Nord
Ambodibakoly;Ambalahosy Nord
Anjiakely;Ambalajia
Ambatoharanana;Ambalamanasy II
Antanimbaribe;Ambalamanasy II
Andongona;Ambalamanasy II
Manirirano;Ambalamanasy II
Ambodiala;Ambalamanasy II
Antsahameloka;Ambalamanasy II
Ambatolahifolaka;Ambalamidera II
Ambohitra;Ambatomarina
Mangazaka;Ambatomena
Ambohitrakely;Ambatomena
Ambohitravoko;Ambatomena
Antanimietry;Ambatomena
Antsiratenina;Mananara Avaratra
Ambatofitarafana;Mananara Avaratra
Maditona;Mananara Avaratra
